step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
555,1.65724,0.88889,,
556,0.0,1.0,,
557,1e-05,1.0,,
558,0.0,1.0,,
559,3.1919,0.77778,,
560,0.17555,0.88889,,
561,1.61789,0.88889,,
562,0.0,1.0,,
563,0.0,1.0,,
564,3.04511,0.77778,,
565,0.0,1.0,,
566,1.60964,0.88889,,
567,0.0,1.0,,
568,0.0,1.0,,
569,1.44149,0.88889,,
570,1.74192,0.88889,,
571,0.0,1.0,,
572,1.58566,0.88889,,
573,0.0,1.0,,
574,0.00025,1.0,,
575,0.0,1.0,,
576,0.0,1.0,,
577,0.0,1.0,,
578,1.60382,0.88889,,
579,1.40705,0.88889,,
580,0.0,1.0,,
581,1.56514,0.88889,,
582,0.0,1.0,,
583,0.0,1.0,,
584,2.90951,0.77778,,
585,0.0,1.0,,
586,2.4618,0.77778,,
587,0.0,1.0,,
588,0.0,1.0,,
589,0.0,1.0,,
590,0.0,1.0,,
591,1.47715,0.88889,,
592,0.0,1.0,,
593,1.32247,0.88889,,
594,0.0,1.0,,
595,1.50296,0.88889,,
596,0.0,1.0,,
597,0.0,1.0,,
598,0.0,1.0,,
599,0.0,1.0,,
600,1.28909,0.88889,,
601,0.0,1.0,2.13531,0.22222
602,1.39141,0.88889,,
603,0.0,1.0,,
604,0.0,1.0,,
605,0.0,1.0,,
606,3.46838,0.77778,,
607,0.00011,1.0,,
608,0.0,1.0,,
609,0.0,1.0,,
610,0.0,1.0,,
611,0.0,1.0,,
612,0.0,1.0,,
613,0.0,1.0,,
614,0.0,1.0,,
615,1.77379,0.88889,,
616,0.0,1.0,,
617,0.0,1.0,,
618,2.03179,0.88889,,
619,0.0,1.0,,
620,3.43375,0.77778,,
621,0.0,1.0,,
622,0.0,1.0,,
623,2.00383,0.88889,,
624,3.60415,0.77778,,
625,4.19589,0.77778,,
626,3.20964,0.77778,,
627,0.0,1.0,,
628,9e-05,1.0,,
629,1.97695,0.88889,,
630,1.80951,0.88889,,
631,1.71833,0.88889,,
632,1.78647,0.88889,,
633,0.0,1.0,,
634,0.0,1.0,,
635,0.0,1.0,,
636,0.0,1.0,,
637,0.0,1.0,,
638,0.0,1.0,,
639,0.0,1.0,,
640,1.16608,0.88889,,
641,0.0,1.0,,
642,0.0,1.0,,
643,0.0,1.0,,
644,0.0,1.0,,
645,0.0,1.0,,
646,0.0,1.0,,
647,0.0,1.0,,
648,0.0,1.0,,
649,1.47045,0.88889,,
650,0.0,1.0,,
651,1.76508,0.88889,,
652,1.18326,0.88889,,
653,1.50996,0.88889,,
654,0.0,1.0,,
655,0.0,1.0,,
656,1.67768,0.88889,,
657,0.0,1.0,,
658,1.33782,0.88889,,
659,0.0,1.0,,
660,0.00614,1.0,,
661,0.0,1.0,,
662,0.0,1.0,,
663,0.0,1.0,,
664,0.0,1.0,,
665,0.0,1.0,,
666,2.11142,0.88889,,
667,1e-05,1.0,,
668,0.0,1.0,,
669,0.0,1.0,,
670,2.55633,0.77778,,
671,0.0,1.0,,
672,1.96402,0.88889,,
673,0.0,1.0,,
674,2e-05,1.0,,
675,0.0,1.0,,
676,0.0,1.0,,
677,1.26933,0.88889,,
678,1.75087,0.88889,,
679,0.0,1.0,,
680,1.52333,0.88889,,
681,0.0,1.0,,
682,0.0,1.0,,
683,0.0,1.0,,
684,0.0,1.0,,
685,0.00011,1.0,,
686,0.0,1.0,,
687,0.0,1.0,,
688,0.0,1.0,,
689,0.0,1.0,,
690,0.0,1.0,,
691,0.0,1.0,,
692,0.0,1.0,,
693,0.0,1.0,,
694,0.0,1.0,,
695,0.0,1.0,,
696,0.0,1.0,,
697,0.0,1.0,,
698,0.0,1.0,,
699,0.5752,0.88889,,
700,1.83088,0.88889,,
701,6e-05,1.0,0.0,0.33333
702,0.0,1.0,,
703,0.0,1.0,,
704,0.0,1.0,,
705,1.84234,0.88889,,
706,2.04481,0.88889,,
707,2.08791,0.88889,,
708,0.0,1.0,,
709,0.0,1.0,,
710,0.95604,0.88889,,
711,0.0,1.0,,
712,1.83433,0.88889,,
713,3.13744,0.77778,,
714,0.0,1.0,,
715,2e-05,1.0,,
716,1.69362,0.88889,,
717,0.01307,1.0,,
718,0.0,1.0,,
719,0.0,1.0,,
720,0.0,1.0,,
721,0.0,1.0,,
722,0.0,1.0,,
723,1.50694,0.88889,,
724,0.0,1.0,,
725,0.0,1.0,,
726,1.44181,0.88889,,
727,0.0,1.0,,
728,0.28053,0.88889,,
729,0.0,1.0,,
730,0.50717,0.88889,,
731,0.12863,0.88889,,
732,0.06819,1.0,,
733,0.0,1.0,,
734,1e-05,1.0,,
735,0.74381,0.88889,,
736,0.0,1.0,,
737,0.0,1.0,,
738,0.57022,0.88889,,
739,0.0,1.0,,
740,1.56089,0.88889,,
741,0.0,1.0,,
742,3.19694,0.77778,,
743,0.49158,0.88889,,
744,0.0,1.0,,
745,0.0,1.0,,
746,0.0,1.0,,
747,0.0,1.0,,
748,1.9789,0.88889,,
749,0.00019,1.0,,
750,1.7676,0.77778,,
751,1e-05,1.0,,
752,0.0,1.0,,
753,2.64659,0.77778,,
754,0.0,1.0,,
755,0.0,1.0,,
756,0.0,1.0,,
757,5e-05,1.0,,
758,3e-05,1.0,,
759,0.0,1.0,,
760,0.0,1.0,,
761,0.0,1.0,,
762,0.0,1.0,,
763,0.0,1.0,,
764,0.0,1.0,,
765,0.0,1.0,,
766,0.0,1.0,,
767,1.04303,0.88889,,
768,2e-05,1.0,,
769,0.0,1.0,,
770,1.07301,0.88889,,
771,0.0,1.0,,
772,3.25337,0.77778,,
773,0.0,1.0,,
774,0.0,1.0,,
775,2.05464,0.88889,,
776,1.60879,0.88889,,
777,0.0,1.0,,
778,0.0,1.0,,
779,1.1004,0.88889,,
780,1.70442,0.88889,,
781,1.39816,0.88889,,
782,0.29666,0.88889,,
783,0.0,1.0,,
784,2.1776,0.88889,,
785,0.0,1.0,,
786,0.05152,1.0,,
787,0.0,1.0,,
788,0.00139,1.0,,
789,0.0,1.0,,
790,0.0,1.0,,
791,1.33602,0.88889,,
792,0.0,1.0,,
793,0.0,1.0,,
794,0.0,1.0,,
795,0.0,1.0,,
796,0.0,1.0,,
797,0.0,1.0,,
798,1.75426,0.88889,,
799,1.85197,0.88889,,
800,1.67249,0.88889,,
801,1.6201,0.88889,0.0,0.33333
802,0.0,1.0,,
803,3.11991,0.66667,,
804,0.0,1.0,,
805,0.0,1.0,,
806,0.0,1.0,,
807,1.74154,0.88889,,
808,0.0,1.0,,
809,2.46243,0.77778,,
810,0.0,1.0,,
811,1.24692,0.88889,,
812,1.38771,0.88889,,
813,0.0,1.0,,
814,0.0,1.0,,
815,1.89512,0.88889,,
816,0.0,1.0,,
817,1.37181,0.88889,,
818,0.0,1.0,,
819,2.84105,0.77778,,
820,0.0,1.0,,
821,0.00024,1.0,,
822,0.0,1.0,,
823,0.89487,0.88889,,
824,0.0,1.0,,
825,1.78332,0.88889,,
826,0.0,1.0,,
827,1.3721,0.88889,,
828,1.6928,0.88889,,
829,0.01539,1.0,,
830,1.68765,0.88889,,
831,0.63818,0.88889,,
832,0.0,1.0,,
833,0.0,1.0,,
834,0.1111,0.88889,,
835,2.42449,0.77778,,
836,2.92054,0.77778,,
837,0.0,1.0,,
838,0.0,1.0,,
839,0.0,1.0,,
840,1.14049,0.88889,,
841,1.38185,0.88889,,
842,1.42464,0.88889,,
843,1.68111,0.88889,,
844,1.43053,0.88889,,
845,0.0,1.0,,
846,0.0,1.0,,
847,0.0,1.0,,
848,0.0,1.0,,
849,0.02952,1.0,,
850,0.0,1.0,,
851,1.23844,0.88889,,
852,0.0,1.0,,
853,1.61596,0.88889,,
854,1.03556,0.88889,,
855,0.0,1.0,,
856,0.32734,0.88889,,
857,0.0,1.0,,
858,0.0,1.0,,
859,0.0,1.0,,
860,0.84352,0.88889,,
861,0.0,1.0,,
862,0.00132,1.0,,
863,1.61725,0.88889,,
864,0.0,1.0,,
865,0.0,1.0,,
866,0.0,1.0,,
867,0.0,1.0,,
868,1.36463,0.88889,,
869,0.0,1.0,,
870,0.0,1.0,,
871,0.0,1.0,,
872,0.0,1.0,,
873,0.0,1.0,,
874,0.0,1.0,,
875,0.0,1.0,,
876,0.0,1.0,,
877,0.0,1.0,,
878,0.0,1.0,,
879,0.0,1.0,,
880,0.0,1.0,,
881,0.0,1.0,,
882,0.0,1.0,,
883,0.0,1.0,,
884,0.0,1.0,,
885,1.68975,0.88889,,
886,0.0,1.0,,
887,0.0,1.0,,
888,2.10133,0.88889,,
889,2.16678,0.88889,,
890,0.0,1.0,,
891,0.0,1.0,,
892,0.0,1.0,,
893,1.69289,0.88889,,
894,1.92948,0.88889,,
895,0.0,1.0,,
896,0.0,1.0,,
897,0.0,1.0,,
898,0.0,1.0,,
899,1.85465,0.88889,,
900,1.79314,0.77778,,
901,1.81713,0.88889,0.0,0.33333
902,0.0,1.0,,
903,0.00126,1.0,,
904,1.29468,0.88889,,
905,0.0,1.0,,
906,1.65286,0.88889,,
907,0.02191,1.0,,
908,0.0,1.0,,
909,1.77648,0.88889,,
910,0.0,1.0,,
911,1.45582,0.88889,,
912,0.0,1.0,,
913,0.0,1.0,,
914,0.0,1.0,,
915,0.02519,1.0,,
916,1.15058,0.88889,,
917,0.33121,0.88889,,
918,0.0,1.0,,
919,0.0,1.0,,
920,0.0,1.0,,
921,1.84557,0.88889,,
922,0.0,1.0,,
923,0.0,1.0,,
924,0.0,1.0,,
925,0.0,1.0,,
926,0.0,1.0,,
927,0.0,1.0,,
928,0.0,1.0,,
929,0.0,1.0,,
930,1.21509,0.88889,,
931,0.0,1.0,,
932,1.8817,0.88889,,
933,0.0,1.0,,
934,0.0,1.0,,
935,1.93191,0.88889,,
936,1.90082,0.88889,,
937,0.0,1.0,,
938,1.7071,0.88889,,
939,0.0,1.0,,
940,3.48783,0.77778,,
941,0.0,1.0,,
942,3.13346,0.77778,,
943,0.00014,1.0,,
944,0.67598,0.88889,,
945,0.0,1.0,,
946,0.0,1.0,,
947,1.51998,0.88889,,
948,0.11162,0.88889,,
949,2.88916,0.77778,,
950,0.0,1.0,,
951,1.69654,0.88889,,
952,0.0,1.0,,
953,0.0,1.0,,
954,0.24898,0.88889,,
955,0.0,1.0,,
956,1.18139,0.88889,,
957,0.0,1.0,,
958,1.71289,0.88889,,
959,2.79231,0.77778,,
960,0.0,1.0,,
961,0.0,1.0,,
962,0.0,1.0,,
963,0.0,1.0,,
964,1.03161,0.88889,,
965,1.10986,0.88889,,
966,0.0,1.0,,
967,0.00215,1.0,,
968,1.45069,0.88889,,
969,0.0,1.0,,
970,0.0,1.0,,
971,0.0,1.0,,
