step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
478,0.0,1.0,,
479,0.0,1.0,,
480,0.0,1.0,,
481,0.0,1.0,,
482,1.60464,0.88889,,
483,3.27905,0.77778,,
484,1.6014,0.88889,,
485,1.45382,0.88889,,
486,0.0,1.0,,
487,0.0,1.0,,
488,1e-05,1.0,,
489,0.0,1.0,,
490,0.0,1.0,,
491,0.0,1.0,,
492,1.40309,0.88889,,
493,0.0,1.0,,
494,0.0,1.0,,
495,0.0,1.0,,
496,0.0,1.0,,
497,0.0,1.0,,
498,1.31482,0.88889,,
499,1.34395,0.88889,,
500,0.0,1.0,,
501,0.0,1.0,0.0,0.33333
502,2.00279,0.88889,,
503,0.0,1.0,,
504,0.0,1.0,,
505,0.0,1.0,,
506,0.0,1.0,,
507,0.0,1.0,,
508,0.0,1.0,,
509,0.0,1.0,,
510,0.0,1.0,,
511,0.0,1.0,,
512,0.0,1.0,,
513,0.0,1.0,,
514,0.0,1.0,,
515,1e-05,1.0,,
516,0.0,1.0,,
517,0.0,1.0,,
518,0.0,1.0,,
519,0.0,1.0,,
520,0.0,1.0,,
521,0.0,1.0,,
522,2.06383,0.88889,,
523,0.0,1.0,,
524,0.0,1.0,,
525,2.10076,0.88889,,
526,2.18187,0.88889,,
527,0.0,1.0,,
528,1.95725,0.88889,,
529,1.81988,0.88889,,
530,0.0,1.0,,
531,0.0,1.0,,
532,1.58365,0.88889,,
533,1.51313,0.88889,,
534,1.43752,0.88889,,
535,1.33443,0.88889,,
536,1e-05,1.0,,
537,1e-05,1.0,,
538,1e-05,1.0,,
539,0.0,1.0,,
540,1.26153,0.88889,,
541,0.0,1.0,,
542,1.45238,0.88889,,
543,0.0,1.0,,
544,1.48182,0.88889,,
545,0.0,1.0,,
546,0.0,1.0,,
547,0.0,1.0,,
548,1.60397,0.88889,,
549,1.53533,0.88889,,
550,0.0,1.0,,
551,1.46368,0.88889,,
552,0.00087,1.0,,
553,0.0,1.0,,
554,1.77647,0.88889,,
555,1.81129,0.88889,,
556,0.0,1.0,,
557,0.0,1.0,,
558,0.0,1.0,,
559,0.0,1.0,,
560,0.0,1.0,,
561,0.0,1.0,,
562,0.0,1.0,,
563,0.0,1.0,,
564,0.0,1.0,,
565,0.0,1.0,,
566,1.70395,0.88889,,
567,0.0,1.0,,
568,0.0,1.0,,
569,0.0,1.0,,
570,1.89577,0.88889,,
571,0.0,1.0,,
572,0.0,1.0,,
573,1.97447,0.88889,,
574,0.0,1.0,,
575,0.0,1.0,,
576,0.0,1.0,,
577,1.72187,0.88889,,
578,0.0,1.0,,
579,2.01155,0.88889,,
580,0.49293,0.88889,,
581,1.9493,0.88889,,
582,1.89356,0.88889,,
583,1.73424,0.88889,,
584,1.64121,0.88889,,
585,1.77076,0.88889,,
586,0.0,1.0,,
587,0.0,1.0,,
588,0.0,1.0,,
589,1.50262,0.88889,,
590,0.0,1.0,,
591,0.0,1.0,,
592,1.40293,0.88889,,
593,1.51352,0.88889,,
594,1e-05,1.0,,
595,1.53073,0.88889,,
596,3e-05,1.0,,
597,0.0,1.0,,
598,0.0,1.0,,
599,0.0,1.0,,
600,1.21935,0.88889,,
601,0.0,1.0,0.0,0.33333
602,0.0,1.0,,
603,0.0,1.0,,
604,0.0,1.0,,
605,2.56028,0.77778,,
606,0.0,1.0,,
607,0.0,1.0,,
608,1.67976,0.88889,,
609,2.36598,0.77778,,
610,1.81424,0.88889,,
611,0.0,1.0,,
612,1.52785,0.88889,,
613,0.0,1.0,,
614,0.0,1.0,,
615,3.346,0.77778,,
616,1.54345,0.88889,,
617,0.0,1.0,,
618,3.56185,0.77778,,
619,0.0,1.0,,
620,1.09277,0.88889,,
621,0.0,1.0,,
622,0.0,1.0,,
623,3.00377,0.77778,,
624,1.63579,0.88889,,
625,0.0,1.0,,
626,0.0,1.0,,
627,1.29585,0.88889,,
628,1.96273,0.77778,,
629,1.59811,0.88889,,
630,0.0,1.0,,
631,0.0,1.0,,
632,1.55758,0.88889,,
633,1.35575,0.88889,,
634,0.0,1.0,,
635,0.0,1.0,,
636,0.0,1.0,,
637,1.18776,0.88889,,
638,0.0,1.0,,
639,0.0,1.0,,
640,1e-05,1.0,,
641,0.9794,0.88889,,
642,1e-05,1.0,,
643,0.0,1.0,,
644,0.0,1.0,,
645,0.0,1.0,,
646,1.47857,0.88889,,
647,1.41333,0.88889,,
648,0.0,1.0,,
649,0.0,1.0,,
650,0.0,1.0,,
651,0.0,1.0,,
652,1.43145,0.88889,,
653,0.0,1.0,,
654,0.00016,1.0,,
655,0.0,1.0,,
656,1.39858,0.88889,,
657,0.0,1.0,,
658,0.0,1.0,,
659,0.0,1.0,,
660,0.0,1.0,,
661,3.13607,0.77778,,
662,0.0,1.0,,
663,0.0,1.0,,
664,1.63615,0.88889,,
665,0.0,1.0,,
666,1.28004,0.88889,,
667,3.58737,0.77778,,
668,3.75156,0.77778,,
669,1.81348,0.88889,,
670,0.0,1.0,,
671,3.18905,0.77778,,
672,0.00084,1.0,,
673,0.0,1.0,,
674,1.62495,0.88889,,
675,1.66942,0.88889,,
676,0.36929,0.88889,,
677,0.0,1.0,,
678,1.52419,0.88889,,
679,1.58494,0.88889,,
680,0.0,1.0,,
681,0.49888,0.88889,,
682,1.3436,0.88889,,
683,0.0,1.0,,
684,0.0,1.0,,
685,0.0,1.0,,
686,1.44105,0.88889,,
687,0.0,1.0,,
688,1.3868,0.88889,,
689,1.41608,0.88889,,
690,1.25049,0.88889,,
691,0.0,1.0,,
692,1.05538,0.88889,,
693,0.0,1.0,,
694,0.00715,1.0,,
695,0.00049,1.0,,
696,0.0,1.0,,
697,0.0,1.0,,
698,1e-05,1.0,,
699,0.0,1.0,,
700,0.0,1.0,,
701,0.0,1.0,0.0,0.33333
702,0.0,1.0,,
703,0.0,1.0,,
704,0.05558,1.0,,
705,0.0,1.0,,
706,0.0,1.0,,
707,1.58256,0.88889,,
708,0.0,1.0,,
709,0.0,1.0,,
710,1.25623,0.88889,,
711,0.0,1.0,,
712,0.0,1.0,,
713,0.0,1.0,,
714,0.0,1.0,,
715,0.0,1.0,,
716,0.0,1.0,,
717,0.0,1.0,,
718,1.46507,0.88889,,
719,1.98717,0.88889,,
720,1.96604,0.88889,,
721,0.0,1.0,,
722,0.0,1.0,,
723,0.0,1.0,,
724,0.0,1.0,,
725,0.0,1.0,,
726,1.71995,0.88889,,
727,0.0,1.0,,
728,0.0,1.0,,
729,0.0,1.0,,
730,0.01176,1.0,,
731,0.0,1.0,,
732,0.0,1.0,,
733,0.0,1.0,,
734,0.0,1.0,,
735,0.0,1.0,,
736,0.0,1.0,,
737,0.0,1.0,,
738,1.65776,0.88889,,
739,0.0,1.0,,
740,0.0,1.0,,
741,0.0,1.0,,
742,0.0,1.0,,
743,0.0,1.0,,
744,0.0,1.0,,
745,1.87812,0.88889,,
746,0.0,1.0,,
747,0.0,1.0,,
748,0.0,1.0,,
749,0.0,1.0,,
750,2.87124,0.77778,,
751,3.30929,0.77778,,
752,0.0,1.0,,
753,0.0,1.0,,
754,0.0,1.0,,
755,0.0,1.0,,
756,0.0,1.0,,
757,0.0,1.0,,
758,0.33087,0.88889,,
759,0.0,1.0,,
760,0.0,1.0,,
761,0.0,1.0,,
762,4e-05,1.0,,
763,0.0,1.0,,
764,1.58586,0.88889,,
765,0.0,1.0,,
766,3.46523,0.77778,,
767,1.77069,0.88889,,
768,1.59943,0.88889,,
769,0.0,1.0,,
770,0.0,1.0,,
771,1.59053,0.88889,,
772,0.0,1.0,,
773,0.0,1.0,,
774,0.0,1.0,,
775,0.0,1.0,,
776,0.0,1.0,,
777,2.01395,0.88889,,
778,0.0,1.0,,
779,0.0,1.0,,
780,0.0,1.0,,
781,0.0,1.0,,
782,1.56793,0.88889,,
783,1.04887,0.88889,,
784,1.87695,0.88889,,
785,0.0,1.0,,
786,0.0,1.0,,
787,0.0,1.0,,
788,0.0,1.0,,
789,1.69928,0.88889,,
790,1.60845,0.88889,,
791,0.0,1.0,,
792,0.0,1.0,,
793,1.28598,0.88889,,
794,0.0,1.0,,
795,0.0,1.0,,
796,0.0,1.0,,
797,0.0,1.0,,
798,0.0,1.0,,
799,0.0,1.0,,
800,1.69522,0.88889,,
801,0.0,1.0,1.48695,0.22222
802,0.0,1.0,,
803,0.0,1.0,,
804,0.0,1.0,,
805,1.49917,0.88889,,
806,0.0,1.0,,
807,1.82225,0.88889,,
808,1.8189,0.88889,,
809,0.0,1.0,,
810,0.0,1.0,,
811,1.74453,0.88889,,
812,0.0,1.0,,
813,1.83928,0.88889,,
814,0.0,1.0,,
815,0.0,1.0,,
816,0.0,1.0,,
817,0.0,1.0,,
818,1.48402,0.88889,,
819,1.52487,0.88889,,
820,0.0,1.0,,
821,0.0,1.0,,
822,1.59114,0.88889,,
823,1.4263,0.88889,,
824,0.0,1.0,,
825,0.0,1.0,,
826,0.0,1.0,,
827,0.0,1.0,,
828,1.43768,0.88889,,
829,0.0,1.0,,
830,0.0,1.0,,
831,0.00016,1.0,,
832,0.0,1.0,,
833,0.0,1.0,,
834,3.14953,0.77778,,
835,1.37274,0.88889,,
836,1.72038,0.88889,,
837,0.0,1.0,,
838,0.0,1.0,,
839,0.0,1.0,,
840,3.15441,0.77778,,
841,1.84735,0.88889,,
842,0.0,1.0,,
843,0.0,1.0,,
844,0.00043,1.0,,
845,0.0,1.0,,
846,0.0,1.0,,
847,1.35345,0.88889,,
848,0.0,1.0,,
849,0.0,1.0,,
850,0.0,1.0,,
851,0.0,1.0,,
852,0.0,1.0,,
853,1.33956,0.88889,,
854,1.73035,0.88889,,
855,0.0,1.0,,
856,0.0,1.0,,
857,1.69362,0.88889,,
858,0.0,1.0,,
859,0.0,1.0,,
860,0.0,1.0,,
861,0.0,1.0,,
862,0.0,1.0,,
863,0.0,1.0,,
864,0.0,1.0,,
865,1.73149,0.88889,,
866,1.59686,0.88889,,
867,0.0,1.0,,
868,0.0,1.0,,
869,0.0,1.0,,
870,1.85589,0.88889,,
871,0.0,1.0,,
872,0.0,1.0,,
873,1.73092,0.88889,,
874,1.79717,0.88889,,
875,0.0,1.0,,
876,0.0,1.0,,
877,0.0,1.0,,
878,0.0,1.0,,
879,0.0,1.0,,
880,3.29408,0.77778,,
881,1.48381,0.88889,,
882,0.0,1.0,,
883,0.0,1.0,,
884,0.0,1.0,,
885,0.0,1.0,,
886,0.0,1.0,,
887,0.87138,0.88889,,
888,1.50718,0.88889,,
889,0.0,1.0,,
890,3.11206,0.77778,,
891,0.0,1.0,,
892,0.0,1.0,,
893,0.0,1.0,,
894,0.0,1.0,,
895,0.0,1.0,,
896,1.62933,0.88889,,
897,0.0,1.0,,
898,0.0,1.0,,
899,0.0,1.0,,
900,0.0,1.0,,
901,0.0,1.0,1.66587,0.22222
902,2.03172,0.88889,,
903,2.01624,0.88889,,
904,0.0,1.0,,
905,0.0,1.0,,
906,3.72726,0.77778,,
907,0.65763,0.88889,,
908,1.80892,0.88889,,
909,0.0,1.0,,
910,0.0,1.0,,
911,0.0,1.0,,
912,0.0,1.0,,
913,0.0,1.0,,
914,1.48297,0.88889,,
915,0.0,1.0,,
916,0.0,1.0,,
917,1.67131,0.88889,,
918,0.0,1.0,,
919,0.0,1.0,,
920,0.0,1.0,,
921,0.0,1.0,,
922,1.39795,0.88889,,
923,1.74205,0.88889,,
924,0.0,1.0,,
925,0.0,1.0,,
926,1.83498,0.88889,,
927,0.0,1.0,,
928,0.0,1.0,,
929,0.0,1.0,,
930,0.0,1.0,,
931,0.0,1.0,,
932,0.9523,0.88889,,
933,2.71591,0.77778,,
934,1.45882,0.88889,,
935,5e-05,1.0,,
936,0.0,1.0,,
937,0.0,1.0,,
938,1.65055,0.88889,,
939,1.77767,0.88889,,
940,1.59148,0.88889,,
941,1.65186,0.88889,,
942,0.0,1.0,,
943,0.0,1.0,,
944,2.77985,0.77778,,
945,1e-05,1.0,,
946,1.51944,0.88889,,
947,0.0,1.0,,
948,1.3963,0.88889,,
949,0.0,1.0,,
950,0.0,1.0,,
951,0.0,1.0,,
952,0.0,1.0,,
953,0.0,1.0,,
954,1.62194,0.88889,,
955,1.49319,0.88889,,
956,0.0,1.0,,
957,0.0,1.0,,
958,0.0,1.0,,
959,0.0,1.0,,
960,1e-05,1.0,,
961,1.45651,0.88889,,
962,0.0,1.0,,
963,0.0,1.0,,
964,0.0,1.0,,
965,0.0,1.0,,
966,1.37931,0.88889,,
967,3.28291,0.77778,,
968,0.0,1.0,,
969,1.99202,0.88889,,
970,1.94315,0.88889,,
971,1.5974,0.88889,,
972,0.0,1.0,,
973,1.6316,0.88889,,
974,0.0,1.0,,
975,0.0,1.0,,
976,0.0,1.0,,
977,0.0,1.0,,
978,0.0,1.0,,
979,2.941,0.77778,,
980,1.53858,0.88889,,
981,1.60371,0.88889,,
982,0.0,1.0,,
983,0.0,1.0,,
984,0.0,1.0,,
985,0.70382,0.88889,,
986,0.0,1.0,,
987,0.0,1.0,,
988,0.0,1.0,,
989,0.0,1.0,,
990,0.0,1.0,,
991,0.0,1.0,,
992,3.09466,0.77778,,
993,0.0,1.0,,
994,1.46661,0.88889,,
995,0.0,1.0,,
996,0.0,1.0,,
997,1.71215,0.88889,,
998,1.67241,0.88889,,
999,0.0,1.0,,
1000,1.39703,0.88889,,
1001,0.0,1.0,5.15475,0.0
1002,0.0,1.0,,
1003,0.0,1.0,,
1004,1.54198,0.88889,,
1005,0.0,1.0,,
1006,0.0,1.0,,
1007,0.0,1.0,,
1008,1.72909,0.88889,,
1009,1.65162,0.88889,,
1010,1.76426,0.88889,,
1011,0.0,1.0,,
1012,0.0,1.0,,
1013,0.0,1.0,,
1014,0.0,1.0,,
1015,0.0,1.0,,
1016,0.0,1.0,,
1017,0.0,1.0,,
1018,0.0,1.0,,
1019,0.0,1.0,,
1020,3.02086,0.77778,,
1021,0.0,1.0,,
1022,0.0,1.0,,
1023,0.0,1.0,,
1024,0.0,1.0,,
1025,0.0,1.0,,
1026,1.67842,0.88889,,
1027,1.54321,0.88889,,
1028,2e-05,1.0,,
1029,0.0,1.0,,
1030,0.0,1.0,,
1031,0.79418,0.88889,,
1032,0.0,1.0,,
1033,0.0,1.0,,
1034,0.0,1.0,,
1035,0.0,1.0,,
1036,0.0,1.0,,
1037,1.93018,0.88889,,
1038,1.88669,0.88889,,
1039,0.0,1.0,,
1040,0.0,1.0,,
1041,0.0,1.0,,
1042,0.0,1.0,,
1043,0.0,1.0,,
1044,0.0,1.0,,
1045,1.80443,0.88889,,
1046,0.0,1.0,,
1047,0.0,1.0,,
1048,0.0,1.0,,
1049,0.13428,0.88889,,
1050,1.82037,0.88889,,
1051,1.68246,0.88889,,
1052,0.0,1.0,,
1053,0.0,1.0,,
1054,0.0,1.0,,
1055,0.0,1.0,,
1056,1.82167,0.88889,,
1057,0.0,1.0,,
1058,1.27427,0.88889,,
1059,0.0,1.0,,
1060,0.0,1.0,,
1061,0.0,1.0,,
1062,0.0,1.0,,
1063,0.0,1.0,,
1064,0.0,1.0,,
1065,0.0,1.0,,
