step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
682,0.0,1.0,,
683,0.0,1.0,,
684,0.0,1.0,,
685,0.0,1.0,,
686,3.01345,0.77778,,
687,1.61833,0.88889,,
688,0.0,1.0,,
689,0.0,1.0,,
690,1.57458,0.88889,,
691,1.5645,0.88889,,
692,1.93989,0.88889,,
693,0.0,1.0,,
694,0.0,1.0,,
695,1.88043,0.88889,,
696,0.0,1.0,,
697,0.0,1.0,,
698,3.49412,0.77778,,
699,0.0,1.0,,
700,0.0,1.0,,
701,1.46844,0.88889,0.0,0.33333
702,0.0,1.0,,
703,0.0,1.0,,
704,1.59093,0.88889,,
705,0.0,1.0,,
706,0.0,1.0,,
707,1.70767,0.88889,,
708,0.0,1.0,,
709,1e-05,1.0,,
710,0.0,1.0,,
711,0.0,1.0,,
712,0.0,1.0,,
713,1.62019,0.88889,,
714,1.72709,0.88889,,
715,1.51749,0.88889,,
716,1.44538,0.88889,,
717,1.20166,0.88889,,
718,0.0,1.0,,
719,0.0,1.0,,
720,0.0,1.0,,
721,0.0,1.0,,
722,0.0,1.0,,
723,1.70251,0.88889,,
724,1.17909,0.88889,,
725,0.0,1.0,,
726,3.21408,0.77778,,
727,0.0,1.0,,
728,1.55357,0.88889,,
729,0.0,1.0,,
730,0.0,1.0,,
731,0.87776,0.88889,,
732,0.0,1.0,,
733,1.47129,0.88889,,
734,0.0,1.0,,
735,2.19837,0.77778,,
736,0.0,1.0,,
737,3.03209,0.77778,,
738,1.17345,0.88889,,
739,0.0,1.0,,
740,1.78822,0.77778,,
741,0.0,1.0,,
742,0.0,1.0,,
743,0.0,1.0,,
744,0.0,1.0,,
745,0.0,1.0,,
746,0.0,1.0,,
747,0.0,1.0,,
748,0.0,1.0,,
749,0.0,1.0,,
750,0.0,1.0,,
751,0.0,1.0,,
752,1.50858,0.88889,,
753,0.00016,1.0,,
754,0.0,1.0,,
755,0.0,1.0,,
756,2.12308,0.88889,,
757,0.0,1.0,,
758,0.0,1.0,,
759,0.0,1.0,,
760,2.16128,0.88889,,
761,0.0,1.0,,
762,1.55406,0.88889,,
763,0.0,1.0,,
764,0.0,1.0,,
765,0.0,1.0,,
766,1.57566,0.88889,,
767,3.5041,0.77778,,
768,0.0,1.0,,
769,0.0,1.0,,
770,0.0,1.0,,
771,0.0,1.0,,
772,1.65158,0.88889,,
773,1.54596,0.88889,,
774,1.58542,0.88889,,
775,1.48893,0.88889,,
776,0.0,1.0,,
777,0.0,1.0,,
778,0.0,1.0,,
